,stay_date,report_date,lead_in,individual_reservation_change_3_actual,individual_reservation_change_3_predicted
1089,2023-03-23,2023-02-21,30,0,1.5002216
1090,2023-03-23,2023-02-22,29,0,1.1717354
1091,2023-03-23,2023-02-23,28,0,1.1019223
1092,2023-03-23,2023-02-24,27,0,1.1660012
1093,2023-03-23,2023-02-25,26,0,1.2833096
1094,2023-03-23,2023-02-26,25,0,1.6944907
1095,2023-03-23,2023-02-27,24,0,1.6490252
1096,2023-03-23,2023-02-28,23,0,2.022593
1097,2023-03-23,2023-03-01,22,0,1.7380505
1098,2023-03-23,2023-03-02,21,0,1.5193642
1099,2023-03-23,2023-03-03,20,0,1.523739
1100,2023-03-23,2023-03-04,19,1,1.6111394
1101,2023-03-23,2023-03-05,18,3,2.5962267
1102,2023-03-23,2023-03-06,17,3,3.2073069
1103,2023-03-23,2023-03-07,16,4,3.3839214
1104,2023-03-23,2023-03-08,15,2,2.5502737
1105,2023-03-23,2023-03-09,14,3,2.3405664
1106,2023-03-23,2023-03-10,13,1,2.4632318
1107,2023-03-23,2023-03-11,12,3,3.2678926
1108,2023-03-23,2023-03-12,11,4,5.0633492
1109,2023-03-23,2023-03-13,10,13,5.168631
1110,2023-03-23,2023-03-14,9,12,5.247648
1111,2023-03-23,2023-03-15,8,10,3.6052504
1112,2023-03-23,2023-03-16,7,2,3.6050994
1113,2023-03-23,2023-03-17,6,4,4.1472907
1114,2023-03-23,2023-03-18,5,9,5.3874984
1115,2023-03-23,2023-03-19,4,11,7.249739
1116,2023-03-23,2023-03-20,3,22,8.193894
1117,2023-03-23,2023-03-21,2,17,6.9701586
1118,2023-03-23,2023-03-22,1,14,3.8637767
1119,2023-03-23,2023-03-23,0,0,0.6606304
1120,2023-03-24,2023-02-22,30,0,1.4013395
1121,2023-03-24,2023-02-23,29,1,1.3823236
1122,2023-03-24,2023-02-24,28,1,1.4535234
1123,2023-03-24,2023-02-25,27,1,1.6318209
1124,2023-03-24,2023-02-26,26,1,1.4004195
1125,2023-03-24,2023-02-27,25,1,1.3433064
1126,2023-03-24,2023-02-28,24,1,1.7127872
1127,2023-03-24,2023-03-01,23,0,1.767957
1128,2023-03-24,2023-03-02,22,3,1.5854117
1129,2023-03-24,2023-03-03,21,3,1.6083052
1130,2023-03-24,2023-03-04,20,3,1.9039915
1131,2023-03-24,2023-03-05,19,1,2.175591
1132,2023-03-24,2023-03-06,18,1,2.3160663
1133,2023-03-24,2023-03-07,17,3,2.5217576
1134,2023-03-24,2023-03-08,16,2,2.3138027
1135,2023-03-24,2023-03-09,15,2,2.177742
1136,2023-03-24,2023-03-10,14,0,2.242709
1137,2023-03-24,2023-03-11,13,0,2.6984468
1138,2023-03-24,2023-03-12,12,2,3.3845096
1139,2023-03-24,2023-03-13,11,4,3.4436524
1140,2023-03-24,2023-03-14,10,5,3.637357
1141,2023-03-24,2023-03-15,9,3,3.1509907
1142,2023-03-24,2023-03-16,8,2,3.1320457
1143,2023-03-24,2023-03-17,7,2,3.5400753
1144,2023-03-24,2023-03-18,6,5,4.4545455
1145,2023-03-24,2023-03-19,5,6,6.326695
1146,2023-03-24,2023-03-20,4,9,6.947008
1147,2023-03-24,2023-03-21,3,8,7.7511516
1148,2023-03-24,2023-03-22,2,6,6.7756567
1149,2023-03-24,2023-03-23,1,2,3.8254535
1150,2023-03-24,2023-03-24,0,0,0.84757346
1151,2023-03-25,2023-02-23,30,0,2.0339768
1152,2023-03-25,2023-02-24,29,1,2.0271535
1153,2023-03-25,2023-02-25,28,1,2.2234404
1154,2023-03-25,2023-02-26,27,1,1.7528503
1155,2023-03-25,2023-02-27,26,0,1.7093221
1156,2023-03-25,2023-02-28,25,0,2.3158376
1157,2023-03-25,2023-03-01,24,0,2.2403967
1158,2023-03-25,2023-03-02,23,0,2.248252
1159,2023-03-25,2023-03-03,22,0,2.5461383
1160,2023-03-25,2023-03-04,21,0,2.946943
1161,2023-03-25,2023-03-05,20,3,2.9055836
1162,2023-03-25,2023-03-06,19,3,3.0197005
1163,2023-03-25,2023-03-07,18,3,2.9178045
1164,2023-03-25,2023-03-08,17,0,2.5283425
1165,2023-03-25,2023-03-09,16,0,2.3226106
1166,2023-03-25,2023-03-10,15,0,2.4761143
1167,2023-03-25,2023-03-11,14,1,2.8200097
1168,2023-03-25,2023-03-12,13,1,3.3042026
1169,2023-03-25,2023-03-13,12,1,3.1711643
1170,2023-03-25,2023-03-14,11,1,3.2268288
1171,2023-03-25,2023-03-15,10,1,3.2332208
1172,2023-03-25,2023-03-16,9,1,3.1782935
1173,2023-03-25,2023-03-17,8,1,3.5444505
1174,2023-03-25,2023-03-18,7,6,4.3506784
1175,2023-03-25,2023-03-19,6,10,5.6928115
1176,2023-03-25,2023-03-20,5,11,6.4210997
1177,2023-03-25,2023-03-21,4,9,8.019143
1178,2023-03-25,2023-03-22,3,8,8.616415
1179,2023-03-25,2023-03-23,2,7,7.612255
1180,2023-03-25,2023-03-24,1,4,4.8032503
1181,2023-03-25,2023-03-25,0,1,1.4514022
1182,2023-03-25,2023-03-26,-1,0,0.9822992
1183,2023-03-26,2023-02-24,30,0,1.1220794
1184,2023-03-26,2023-02-25,29,0,1.1827301
1185,2023-03-26,2023-02-26,28,0,1.4405215
1186,2023-03-26,2023-02-27,27,0,1.4037421
1187,2023-03-26,2023-02-28,26,0,1.556548
1188,2023-03-26,2023-03-01,25,0,1.3483241
1189,2023-03-26,2023-03-02,24,0,1.1798912
1190,2023-03-26,2023-03-03,23,0,1.2815695
1191,2023-03-26,2023-03-04,22,1,1.4217577
1192,2023-03-26,2023-03-05,21,2,2.2297187
1193,2023-03-26,2023-03-06,20,2,2.40927
1194,2023-03-26,2023-03-07,19,3,2.3745487
1195,2023-03-26,2023-03-08,18,2,1.7154309
1196,2023-03-26,2023-03-09,17,2,1.3658836
1197,2023-03-26,2023-03-10,16,0,1.4481438
1198,2023-03-26,2023-03-11,15,0,1.6828121
1199,2023-03-26,2023-03-12,14,0,2.4111671
1200,2023-03-26,2023-03-13,13,0,2.279023
1201,2023-03-26,2023-03-14,12,2,2.0967026
1202,2023-03-26,2023-03-15,11,2,1.6638751
1203,2023-03-26,2023-03-16,10,2,1.5975301
1204,2023-03-26,2023-03-17,9,0,2.4804525
1205,2023-03-26,2023-03-18,8,1,2.8428264
1206,2023-03-26,2023-03-19,7,1,3.18726
1207,2023-03-26,2023-03-20,6,4,3.1342475
1208,2023-03-26,2023-03-21,5,5,3.4945617
1209,2023-03-26,2023-03-22,4,8,3.30576
1210,2023-03-26,2023-03-23,3,6,3.7396512
1211,2023-03-26,2023-03-24,2,4,3.304246
1212,2023-03-26,2023-03-25,1,1,2.6624143
1213,2023-03-26,2023-03-26,0,0,0.880347
1214,2023-03-27,2023-02-25,30,0,1.591998
1215,2023-03-27,2023-02-26,29,0,2.5101829
1216,2023-03-27,2023-02-27,28,0,2.3841672
1217,2023-03-27,2023-02-28,27,0,2.5187666
1218,2023-03-27,2023-03-01,26,0,1.9560442
1219,2023-03-27,2023-03-02,25,0,1.7083622
1220,2023-03-27,2023-03-03,24,0,1.7858514
1221,2023-03-27,2023-03-04,23,1,2.069562
1222,2023-03-27,2023-03-05,22,3,3.379113
1223,2023-03-27,2023-03-06,21,4,3.5607061
1224,2023-03-27,2023-03-07,20,3,3.554801
1225,2023-03-27,2023-03-08,19,1,2.2750363
1226,2023-03-27,2023-03-09,18,0,1.9033699
1227,2023-03-27,2023-03-10,17,0,2.213227
1228,2023-03-27,2023-03-11,16,0,3.1386979
1229,2023-03-27,2023-03-12,15,3,4.930363
1230,2023-03-27,2023-03-13,14,3,4.6565194
1231,2023-03-27,2023-03-14,13,3,4.41929
1232,2023-03-27,2023-03-15,12,0,2.8340466
1233,2023-03-27,2023-03-16,11,0,2.650617
1234,2023-03-27,2023-03-17,10,0,4.070575
1235,2023-03-27,2023-03-18,9,0,5.974798
1236,2023-03-27,2023-03-19,8,1,7.635973
1237,2023-03-27,2023-03-20,7,3,7.6428523
1238,2023-03-27,2023-03-21,6,6,7.378748
1239,2023-03-27,2023-03-22,5,8,5.9987025
1240,2023-03-27,2023-03-23,4,7,5.9076395
1241,2023-03-27,2023-03-24,3,11,6.7821493
1242,2023-03-27,2023-03-25,2,8,6.6064944
1243,2023-03-27,2023-03-26,1,7,4.9982014
1244,2023-03-27,2023-03-27,0,0,1.3944471
1245,2023-03-28,2023-02-26,30,1,2.517755
1246,2023-03-28,2023-02-27,29,1,2.4912543
1247,2023-03-28,2023-02-28,28,2,2.7039406
1248,2023-03-28,2023-03-01,27,2,2.0187452
1249,2023-03-28,2023-03-02,26,2,1.8769369
1250,2023-03-28,2023-03-03,25,0,2.03697
1251,2023-03-28,2023-03-04,24,1,2.5871816
1252,2023-03-28,2023-03-05,23,3,3.5623636
1253,2023-03-28,2023-03-06,22,4,3.6698549
1254,2023-03-28,2023-03-07,21,3,3.6107187
1255,2023-03-28,2023-03-08,20,1,2.7546256
1256,2023-03-28,2023-03-09,19,0,2.431959
1257,2023-03-28,2023-03-10,18,0,2.6660867
1258,2023-03-28,2023-03-11,17,0,3.7073011
1259,2023-03-28,2023-03-12,16,2,5.3762455
1260,2023-03-28,2023-03-13,15,2,5.156077
1261,2023-03-28,2023-03-14,14,2,5.066931
1262,2023-03-28,2023-03-15,13,0,3.9026108
1263,2023-03-28,2023-03-16,12,0,3.3528113
1264,2023-03-28,2023-03-17,11,3,3.69577
1265,2023-03-28,2023-03-18,10,5,6.1496544
1266,2023-03-28,2023-03-19,9,6,8.163994
1267,2023-03-28,2023-03-20,8,5,8.288622
1268,2023-03-28,2023-03-21,7,7,7.9711347
1269,2023-03-28,2023-03-22,6,8,6.774258
1270,2023-03-28,2023-03-23,5,6,6.3511963
1271,2023-03-28,2023-03-24,4,10,7.682554
1272,2023-03-28,2023-03-25,3,18,9.52653
1273,2023-03-28,2023-03-26,2,18,10.17324
1274,2023-03-28,2023-03-27,1,10,5.880209
1275,2023-03-28,2023-03-28,0,0,1.4626791
1276,2023-03-29,2023-02-27,30,1,2.3456702
1277,2023-03-29,2023-02-28,29,2,2.4968967
1278,2023-03-29,2023-03-01,28,2,1.8991787
1279,2023-03-29,2023-03-02,27,2,1.868138
1280,2023-03-29,2023-03-03,26,0,2.0531833
1281,2023-03-29,2023-03-04,25,1,2.573988
1282,2023-03-29,2023-03-05,24,2,3.59158
1283,2023-03-29,2023-03-06,23,3,3.6957912
1284,2023-03-29,2023-03-07,22,2,3.5582495
1285,2023-03-29,2023-03-08,21,1,2.633768
1286,2023-03-29,2023-03-09,20,0,2.36446
1287,2023-03-29,2023-03-10,19,0,2.392657
1288,2023-03-29,2023-03-11,18,0,2.7584946
1289,2023-03-29,2023-03-12,17,4,4.5712166
1290,2023-03-29,2023-03-13,16,4,5.0995817
1291,2023-03-29,2023-03-14,15,4,4.9344535
1292,2023-03-29,2023-03-15,14,0,3.4847422
1293,2023-03-29,2023-03-16,13,0,2.8476064
1294,2023-03-29,2023-03-17,12,1,3.0334778
1295,2023-03-29,2023-03-18,11,1,4.4053693
1296,2023-03-29,2023-03-19,10,6,7.1722794
1297,2023-03-29,2023-03-20,9,11,7.9695425
1298,2023-03-29,2023-03-21,8,14,7.8755
1299,2023-03-29,2023-03-22,7,10,6.1356053
1300,2023-03-29,2023-03-23,6,4,6.116936
1301,2023-03-29,2023-03-24,5,8,5.7543015
1302,2023-03-29,2023-03-25,4,13,8.199432
1303,2023-03-29,2023-03-26,3,22,9.963597
1304,2023-03-29,2023-03-27,2,15,8.70054
1305,2023-03-29,2023-03-28,1,9,4.966193
1306,2023-03-29,2023-03-29,0,0,0.8595865
1307,2023-03-30,2023-02-28,30,1,1.9245372
1308,2023-03-30,2023-03-01,29,0,1.6092348
1309,2023-03-30,2023-03-02,28,0,1.4584838
1310,2023-03-30,2023-03-03,27,0,1.4653986
1311,2023-03-30,2023-03-04,26,1,1.7994946
1312,2023-03-30,2023-03-05,25,2,2.624464
1313,2023-03-30,2023-03-06,24,2,2.928477
1314,2023-03-30,2023-03-07,23,1,2.9987056
1315,2023-03-30,2023-03-08,22,0,2.2872314
1316,2023-03-30,2023-03-09,21,0,1.851187
1317,2023-03-30,2023-03-10,20,0,1.8190069
1318,2023-03-30,2023-03-11,19,0,2.0457966
1319,2023-03-30,2023-03-12,18,3,3.246015
1320,2023-03-30,2023-03-13,17,3,3.8558428
1321,2023-03-30,2023-03-14,16,3,4.0840507
1322,2023-03-30,2023-03-15,15,0,2.9278543
1323,2023-03-30,2023-03-16,14,0,2.4609838
1324,2023-03-30,2023-03-17,13,1,2.5737298
1325,2023-03-30,2023-03-18,12,1,2.8974004
1326,2023-03-30,2023-03-19,11,2,4.393338
1327,2023-03-30,2023-03-20,10,4,5.1159554
1328,2023-03-30,2023-03-21,9,5,5.39541
1329,2023-03-30,2023-03-22,8,4,3.7944286
1330,2023-03-30,2023-03-23,7,2,3.4545245
1331,2023-03-30,2023-03-24,6,7,4.1318073
1332,2023-03-30,2023-03-25,5,9,5.2613873
1333,2023-03-30,2023-03-26,4,14,7.009353
1334,2023-03-30,2023-03-27,3,11,7.8437204
1335,2023-03-30,2023-03-28,2,9,6.8627567
1336,2023-03-30,2023-03-29,1,3,4.259146
1337,2023-03-30,2023-03-30,0,0,0.7709855
1338,2023-03-31,2023-03-01,30,0,1.6683465
1339,2023-03-31,2023-03-02,29,0,1.5562631
1340,2023-03-31,2023-03-03,28,0,1.6686113
1341,2023-03-31,2023-03-04,27,0,1.930049
1342,2023-03-31,2023-03-05,26,0,2.3557055
1343,2023-03-31,2023-03-06,25,1,2.5306852
1344,2023-03-31,2023-03-07,24,1,2.5174522
1345,2023-03-31,2023-03-08,23,1,1.8402781
1346,2023-03-31,2023-03-09,22,1,1.6148576
1347,2023-03-31,2023-03-10,21,2,1.612101
1348,2023-03-31,2023-03-11,20,2,2.0048506
1349,2023-03-31,2023-03-12,19,3,2.861819
1350,2023-03-31,2023-03-13,18,2,2.4644141
1351,2023-03-31,2023-03-14,17,2,2.6802895
1352,2023-03-31,2023-03-15,16,0,2.1399841
1353,2023-03-31,2023-03-16,15,0,1.9408277
1354,2023-03-31,2023-03-17,14,0,2.0371263
1355,2023-03-31,2023-03-18,13,0,2.2442439
1356,2023-03-31,2023-03-19,12,0,2.6060038
1357,2023-03-31,2023-03-20,11,1,2.7858095
1358,2023-03-31,2023-03-21,10,1,3.5046887
1359,2023-03-31,2023-03-22,9,3,3.3847513
1360,2023-03-31,2023-03-23,8,2,3.3216765
1361,2023-03-31,2023-03-24,7,2,3.5314944
1362,2023-03-31,2023-03-25,6,2,3.9171827
1363,2023-03-31,2023-03-26,5,5,6.3042917
1364,2023-03-31,2023-03-27,4,11,7.1267285
1365,2023-03-31,2023-03-28,3,10,8.329355
1366,2023-03-31,2023-03-29,2,7,6.288156
1367,2023-03-31,2023-03-30,1,1,4.254999
1368,2023-03-31,2023-03-31,0,0,0.83574826
1369,2023-04-01,2023-03-02,30,0,3.1508157
1370,2023-04-01,2023-03-03,29,0,3.413485
1371,2023-04-01,2023-03-04,28,0,3.155243
1372,2023-04-01,2023-03-05,27,0,2.867724
1373,2023-04-01,2023-03-06,26,1,3.016287
1374,2023-04-01,2023-03-07,25,1,2.9537778
1375,2023-04-01,2023-03-08,24,2,2.8890035
1376,2023-04-01,2023-03-09,23,1,2.6018925
1377,2023-04-01,2023-03-10,22,1,2.7937822
1378,2023-04-01,2023-03-11,21,1,2.8586545
1379,2023-04-01,2023-03-12,20,4,2.4480925
1380,2023-04-01,2023-03-13,19,4,2.3616226
1381,2023-04-01,2023-03-14,18,3,2.2528121
1382,2023-04-01,2023-03-15,17,0,2.4872246
1383,2023-04-01,2023-03-16,16,0,2.099128
1384,2023-04-01,2023-03-17,15,1,2.0905204
1385,2023-04-01,2023-03-18,14,1,2.1783009
1386,2023-04-01,2023-03-19,13,1,2.646143
1387,2023-04-01,2023-03-20,12,3,2.7355356
1388,2023-04-01,2023-03-21,11,3,2.9171238
1389,2023-04-01,2023-03-22,10,5,2.8693576
1390,2023-04-01,2023-03-23,9,3,3.165364
1391,2023-04-01,2023-03-24,8,3,3.2439659
1392,2023-04-01,2023-03-25,7,5,4.5013475
1393,2023-04-01,2023-03-26,6,8,5.6720686
1394,2023-04-01,2023-03-27,5,14,6.2349725
1395,2023-04-01,2023-03-28,4,10,6.9733853
1396,2023-04-01,2023-03-29,3,7,6.5833263
1397,2023-04-01,2023-03-30,2,1,6.462125
1398,2023-04-01,2023-03-31,1,1,4.249017
1399,2023-04-01,2023-04-01,0,0,0.9961688
1400,2023-04-02,2023-03-03,30,0,1.0463613
1401,2023-04-02,2023-03-04,29,0,1.1533018
1402,2023-04-02,2023-03-05,28,0,1.9350522
1403,2023-04-02,2023-03-06,27,2,2.1498952
1404,2023-04-02,2023-03-07,26,2,2.1648552
1405,2023-04-02,2023-03-08,25,2,1.5569777
1406,2023-04-02,2023-03-09,24,0,1.2492425
1407,2023-04-02,2023-03-10,23,0,1.2624264
1408,2023-04-02,2023-03-11,22,0,1.2819241
1409,2023-04-02,2023-03-12,21,1,1.7681745
1410,2023-04-02,2023-03-13,20,2,1.8217235
1411,2023-04-02,2023-03-14,19,2,1.8583434
1412,2023-04-02,2023-03-15,18,1,1.7114406
1413,2023-04-02,2023-03-16,17,0,1.479239
1414,2023-04-02,2023-03-17,16,0,1.5128617
1415,2023-04-02,2023-03-18,15,0,1.5931636
1416,2023-04-02,2023-03-19,14,0,2.2141736
1417,2023-04-02,2023-03-20,13,2,2.2673712
1418,2023-04-02,2023-03-21,12,2,2.0955513
1419,2023-04-02,2023-03-22,11,3,1.6629997
1420,2023-04-02,2023-03-23,10,2,1.7013065
1421,2023-04-02,2023-03-24,9,3,2.3031757
1422,2023-04-02,2023-03-25,8,4,3.106455
1423,2023-04-02,2023-03-26,7,7,3.926623
1424,2023-04-02,2023-03-27,6,10,4.297834
1425,2023-04-02,2023-03-28,5,9,4.4810143
1426,2023-04-02,2023-03-29,4,5,4.3308926
1427,2023-04-02,2023-03-30,3,3,4.2219915
1428,2023-04-02,2023-03-31,2,2,3.6944118
1429,2023-04-02,2023-04-01,1,2,3.0677016
1430,2023-04-02,2023-04-02,0,0,0.65123117
1431,2023-04-03,2023-03-04,30,1,1.3100244
1432,2023-04-03,2023-03-05,29,1,2.3102827
1433,2023-04-03,2023-03-06,28,4,2.556854
1434,2023-04-03,2023-03-07,27,5,2.7312148
1435,2023-04-03,2023-03-08,26,5,1.7136685
1436,2023-04-03,2023-03-09,25,2,1.4961168
1437,2023-04-03,2023-03-10,24,0,1.545796
1438,2023-04-03,2023-03-11,23,1,1.7679734
1439,2023-04-03,2023-03-12,22,1,2.410188
1440,2023-04-03,2023-03-13,21,3,2.3631902
1441,2023-04-03,2023-03-14,20,4,2.4573436
1442,2023-04-03,2023-03-15,19,4,1.9065375
1443,2023-04-03,2023-03-16,18,2,1.9523723
1444,2023-04-03,2023-03-17,17,0,2.0168474
1445,2023-04-03,2023-03-18,16,0,2.6457746
1446,2023-04-03,2023-03-19,15,2,3.3112898
1447,2023-04-03,2023-03-20,14,4,3.3438296
1448,2023-04-03,2023-03-21,13,4,3.2304034
1449,2023-04-03,2023-03-22,12,3,2.2981565
1450,2023-04-03,2023-03-23,11,1,2.1693923
1451,2023-04-03,2023-03-24,10,2,3.8732228
1452,2023-04-03,2023-03-25,9,6,5.766559
1453,2023-04-03,2023-03-26,8,10,7.3635616
1454,2023-04-03,2023-03-27,7,12,7.392566
1455,2023-04-03,2023-03-28,6,14,7.63399
1456,2023-04-03,2023-03-29,5,10,6.5998225
1457,2023-04-03,2023-03-30,4,10,7.0197353
1458,2023-04-03,2023-03-31,3,14,7.78635
1459,2023-04-03,2023-04-01,2,14,7.4106236
1460,2023-04-03,2023-04-02,1,11,5.13012
1461,2023-04-03,2023-04-03,0,0,1.1984653
1462,2023-04-04,2023-03-05,30,3,2.5588856
1463,2023-04-04,2023-03-06,29,5,2.7736518
1464,2023-04-04,2023-03-07,28,4,2.8386908
1465,2023-04-04,2023-03-08,27,2,1.9526356
1466,2023-04-04,2023-03-09,26,1,1.6235789
1467,2023-04-04,2023-03-10,25,5,1.6295639
1468,2023-04-04,2023-03-11,24,19,1.88612
1469,2023-04-04,2023-03-12,23,18,2.5846999
1470,2023-04-04,2023-03-13,22,16,2.7105293
1471,2023-04-04,2023-03-14,21,4,3.1118836
1472,2023-04-04,2023-03-15,20,6,2.4431398
1473,2023-04-04,2023-03-16,19,4,2.0580254
1474,2023-04-04,2023-03-17,18,2,2.21036
1475,2023-04-04,2023-03-18,17,3,3.8336997
1476,2023-04-04,2023-03-19,16,6,4.4731936
1477,2023-04-04,2023-03-20,15,7,3.8904686
1478,2023-04-04,2023-03-21,14,5,3.6766324
1479,2023-04-04,2023-03-22,13,3,2.9647317
1480,2023-04-04,2023-03-23,12,2,2.8580117
1481,2023-04-04,2023-03-24,11,4,3.701427
1482,2023-04-04,2023-03-25,10,6,6.610251
1483,2023-04-04,2023-03-26,9,11,7.938811
1484,2023-04-04,2023-03-27,8,10,7.4073434
1485,2023-04-04,2023-03-28,7,11,7.623035
1486,2023-04-04,2023-03-29,6,6,6.333514
1487,2023-04-04,2023-03-30,5,5,5.526869
1488,2023-04-04,2023-03-31,4,5,5.6970267
1489,2023-04-04,2023-04-01,3,6,5.810615
1490,2023-04-04,2023-04-02,2,5,4.8614125
1491,2023-04-04,2023-04-03,1,1,2.285758
1492,2023-04-04,2023-04-04,0,0,0.701387
1493,2023-04-05,2023-03-06,30,3,2.953166
1494,2023-04-05,2023-03-07,29,2,3.027943
1495,2023-04-05,2023-03-08,28,3,2.165595
1496,2023-04-05,2023-03-09,27,1,1.8570348
1497,2023-04-05,2023-03-10,26,4,1.9610348
1498,2023-04-05,2023-03-11,25,5,2.0958695
1499,2023-04-05,2023-03-12,24,8,2.6332548
1500,2023-04-05,2023-03-13,23,9,2.7209601
1501,2023-04-05,2023-03-14,22,7,2.8783352
1502,2023-04-05,2023-03-15,21,6,2.2670186
1503,2023-04-05,2023-03-16,20,2,2.0933523
1504,2023-04-05,2023-03-17,19,3,2.0514226
1505,2023-04-05,2023-03-18,18,6,2.882259
1506,2023-04-05,2023-03-19,17,9,3.4621794
1507,2023-04-05,2023-03-20,16,9,4.0071435
1508,2023-04-05,2023-03-21,15,6,3.929547
1509,2023-04-05,2023-03-22,14,4,3.0054991
1510,2023-04-05,2023-03-23,13,3,2.8094873
1511,2023-04-05,2023-03-24,12,1,3.1909146
1512,2023-04-05,2023-03-25,11,3,5.620656
1513,2023-04-05,2023-03-26,10,9,7.888499
1514,2023-04-05,2023-03-27,9,11,8.146888
1515,2023-04-05,2023-03-28,8,10,8.280863
1516,2023-04-05,2023-03-29,7,4,6.5529795
1517,2023-04-05,2023-03-30,6,9,6.237042
1518,2023-04-05,2023-03-31,5,9,5.901349
1519,2023-04-05,2023-04-01,4,10,7.5997734
1520,2023-04-05,2023-04-02,3,7,8.855564
1521,2023-04-05,2023-04-03,2,5,7.308585
1522,2023-04-05,2023-04-04,1,4,4.9753366
1523,2023-04-05,2023-04-05,0,0,0.86598384
1524,2023-04-06,2023-03-07,30,0,2.5621717
1525,2023-04-06,2023-03-08,29,0,1.7068429
1526,2023-04-06,2023-03-09,28,0,1.4059914
1527,2023-04-06,2023-03-10,27,0,1.3914288
1528,2023-04-06,2023-03-11,26,0,1.5180773
1529,2023-04-06,2023-03-12,25,0,2.013026
1530,2023-04-06,2023-03-13,24,0,2.0856152
1531,2023-04-06,2023-03-14,23,0,2.1623056
1532,2023-04-06,2023-03-15,22,0,1.7101223
1533,2023-04-06,2023-03-16,21,0,1.4467221
1534,2023-04-06,2023-03-17,20,1,1.4415025
1535,2023-04-06,2023-03-18,19,1,1.610332
1536,2023-04-06,2023-03-19,18,1,2.32466
1537,2023-04-06,2023-03-20,17,1,2.7274923
1538,2023-04-06,2023-03-21,16,1,2.949578
1539,2023-04-06,2023-03-22,15,3,2.1279864
1540,2023-04-06,2023-03-23,14,2,2.004354
1541,2023-04-06,2023-03-24,13,3,2.0723283
1542,2023-04-06,2023-03-25,12,4,2.548436
1543,2023-04-06,2023-03-26,11,5,3.5917912
1544,2023-04-06,2023-03-27,10,5,4.8538218
1545,2023-04-06,2023-03-28,9,2,5.003584
1546,2023-04-06,2023-03-29,8,2,3.5964782
1547,2023-04-06,2023-03-30,7,8,3.6502218
1548,2023-04-06,2023-03-31,6,9,4.430617
1549,2023-04-06,2023-04-01,5,8,5.5446053
1550,2023-04-06,2023-04-02,4,3,6.86063
1551,2023-04-06,2023-04-03,3,5,7.5458345
1552,2023-04-06,2023-04-04,2,5,6.930375
1553,2023-04-06,2023-04-05,1,3,4.2754984
1554,2023-04-06,2023-04-06,0,0,0.8496407
1555,2023-04-07,2023-03-08,30,0,1.3880271
1556,2023-04-07,2023-03-09,29,0,1.132598
1557,2023-04-07,2023-03-10,28,0,1.1336554
1558,2023-04-07,2023-03-11,27,0,1.3873498
1559,2023-04-07,2023-03-12,26,0,1.7387761
1560,2023-04-07,2023-03-13,25,0,1.7449881
1561,2023-04-07,2023-03-14,24,0,1.7327082
1562,2023-04-07,2023-03-15,23,0,1.2749891
1563,2023-04-07,2023-03-16,22,0,1.1900911
1564,2023-04-07,2023-03-17,21,0,1.185284
1565,2023-04-07,2023-03-18,20,0,1.380987
1566,2023-04-07,2023-03-19,19,0,1.7512754
1567,2023-04-07,2023-03-20,18,1,1.6697022
1568,2023-04-07,2023-03-21,17,1,1.715092
1569,2023-04-07,2023-03-22,16,2,1.7218863
1570,2023-04-07,2023-03-23,15,1,1.6817142
1571,2023-04-07,2023-03-24,14,1,1.6832751
1572,2023-04-07,2023-03-25,13,2,2.4124136
1573,2023-04-07,2023-03-26,12,5,2.4477346
1574,2023-04-07,2023-03-27,11,7,2.6382554
1575,2023-04-07,2023-03-28,10,8,2.9686267
1576,2023-04-07,2023-03-29,9,5,3.0120404
1577,2023-04-07,2023-03-30,8,9,3.475655
1578,2023-04-07,2023-03-31,7,7,3.7678516
1579,2023-04-07,2023-04-01,6,8,4.3676157
1580,2023-04-07,2023-04-02,5,3,5.726268
1581,2023-04-07,2023-04-03,4,5,6.731247
1582,2023-04-07,2023-04-04,3,14,7.4280972
1583,2023-04-07,2023-04-05,2,13,6.2456594
1584,2023-04-07,2023-04-06,1,10,4.0863924
1585,2023-04-07,2023-04-07,0,0,1.0875382
1586,2023-04-08,2023-03-09,30,0,2.1409025
1587,2023-04-08,2023-03-10,29,0,2.2426794
1588,2023-04-08,2023-03-11,28,1,2.3735042
1589,2023-04-08,2023-03-12,27,1,2.2403252
1590,2023-04-08,2023-03-13,26,1,2.4182873
1591,2023-04-08,2023-03-14,25,1,2.4637609
1592,2023-04-08,2023-03-15,24,1,2.3131113
1593,2023-04-08,2023-03-16,23,1,2.1884298
1594,2023-04-08,2023-03-17,22,0,2.2768135
1595,2023-04-08,2023-03-18,21,0,2.4308867
1596,2023-04-08,2023-03-19,20,0,2.2654426
1597,2023-04-08,2023-03-20,19,2,2.1985354
1598,2023-04-08,2023-03-21,18,4,2.261149
1599,2023-04-08,2023-03-22,17,5,2.1914556
1600,2023-04-08,2023-03-23,16,3,1.8177706
1601,2023-04-08,2023-03-24,15,1,1.979595
1602,2023-04-08,2023-03-25,14,3,2.351556
1603,2023-04-08,2023-03-26,13,6,2.6544623
1604,2023-04-08,2023-03-27,12,6,2.8887157
1605,2023-04-08,2023-03-28,11,5,2.800263
1606,2023-04-08,2023-03-29,10,2,2.8427467
1607,2023-04-08,2023-03-30,9,7,3.0192308
1608,2023-04-08,2023-03-31,8,5,2.690067
1609,2023-04-08,2023-04-01,7,5,3.6140337
1610,2023-04-08,2023-04-02,6,1,2.700288
